employee_id,name,age,gender,education,department,job_level,location,salary,hire_date,years_at_company,performance_score,training_hours,manager_id,attrition,last_promotion_year,satisfaction_score
EMP02843,Employee_2843,37,Male,Bachelor,IT,Senior,Mumbai,1402472,2019-03-24,5.8,5,90,EMP00384,No,2015,3.2
EMP02844,Employee_2844,59,Male,Bachelor,IT,Lead,Pune,1724213,2010-04-08,14.7,4,44,EMP00271,No,2021,2.6
EMP02845,Employee_2845,42,Male,Master,Finance,Mid,Delhi,835319,2010-05-18,14.6,2,108,EMP00358,Yes,2019,2.2
EMP02846,Employee_2846,45,Female,Diploma,Sales,Manager,Pune,2967336,2021-11-15,3.1,3,74,EMP00486,No,2024,4.4
EMP02847,Employee_2847,47,Non-binary,Bachelor,Operations,Senior,Mumbai,1346336,2016-02-29,8.8,5,61,EMP00154,No,2021,2.8
EMP02848,Employee_2848,39,Male,Master,Sales,Senior,Delhi,1245573,2022-01-06,3.0,3,63,EMP00241,No,2024,1.8
EMP02849,Employee_2849,45,Female,Bachelor,Finance,Director,Chennai,4184224,2016-06-06,8.6,3,12,EMP00211,No,2015,1.4
EMP02850,Employee_2850,49,Male,Bachelor,Sales,Junior,Delhi,313149,2010-05-21,14.6,3,17,EMP00370,No,2018,4.7
EMP02851,Employee_2851,41,Female,Bachelor,Marketing,Lead,Mumbai,2184045,2021-04-07,3.7,3,4,EMP00173,Yes,2017,3.8
EMP02852,Employee_2852,38,Male,Master,Engineering,Lead,Mumbai,2169021,2019-08-29,5.3,3,25,EMP00228,No,2020,1.5
EMP02853,Employee_2853,42,Female,Bachelor,Engineering,Senior,Hyderabad,1208563,2014-01-08,11.0,3,34,EMP00401,No,2015,1.3
EMP02854,Employee_2854,39,Male,PhD,IT,Junior,Chennai,412168,2012-05-26,12.6,5,26,EMP00331,No,2015,3.2
EMP02855,Employee_2855,23,Male,Bachelor,Engineering,Senior,Bangalore,1139340,2012-02-29,12.8,3,6,EMP00356,No,2017,2.4
EMP02856,Employee_2856,58,Male,Bachelor,HR,Junior,Mumbai,556960,2021-10-05,3.2,4,6,EMP00007,No,2022,3.5
EMP02857,Employee_2857,57,Female,Master,Engineering,Senior,Chennai,1156673,2013-05-04,11.7,5,8,EMP00147,No,2016,3.6
EMP02858,Employee_2858,38,Female,Bachelor,Engineering,Lead,Pune,2006026,2015-05-29,9.6,5,19,EMP00057,No,2023,2.3
EMP02859,Employee_2859,27,Male,Diploma,Engineering,Senior,Hyderabad,1572427,2014-04-22,10.7,4,116,EMP00080,No,2018,2.9
EMP02860,Employee_2860,56,Female,Bachelor,Engineering,Senior,Mumbai,1305845,2023-11-26,1.1,3,10,EMP00031,No,2017,4.5
EMP02861,Employee_2861,55,Male,Master,Legal,Junior,Chennai,492206,2021-10-22,3.2,3,10,EMP00452,No,2019,4.2
EMP02862,Employee_2862,43,Male,Master,Sales,Junior,Chennai,561041,2015-08-30,9.3,4,90,EMP00329,No,2017,3.7
EMP02863,Employee_2863,58,Female,Master,IT,Manager,Delhi,2550399,2017-12-13,7.1,5,59,EMP00017,Yes,2022,4.4
EMP02864,Employee_2864,53,Male,Bachelor,Finance,Junior,Hyderabad,456049,2015-12-30,9.0,2,51,EMP00310,Yes,2015,3.9
EMP02865,Employee_2865,31,Male,Bachelor,Sales,Mid,Hyderabad,940698,2018-11-26,6.1,4,16,EMP00385,No,2018,3.9
EMP02866,Employee_2866,27,Male,Bachelor,Finance,Manager,Delhi,2576911,2011-10-10,13.2,2,99,EMP00089,Yes,2021,2.8
EMP02867,Employee_2867,34,Female,Bachelor,HR,Senior,Chennai,1221000,2018-05-15,6.6,3,66,EMP00258,No,2020,2.6
EMP02868,Employee_2868,27,Female,Bachelor,Operations,Senior,Delhi,1470992,2019-02-09,5.9,4,44,EMP00083,No,2022,2.0
EMP02869,Employee_2869,57,Female,Master,Sales,Mid,Delhi,803439,2020-04-18,4.7,3,51,EMP00006,No,2021,4.7
EMP02870,Employee_2870,54,Male,Master,Sales,Mid,Chennai,903107,2022-09-03,2.3,4,66,EMP00203,No,2016,3.4
EMP02871,Employee_2871,23,Female,Bachelor,Legal,Senior,Pune,1307436,2015-06-16,9.6,3,52,EMP00427,No,2024,3.9
EMP02872,Employee_2872,37,Female,Bachelor,IT,Senior,Bangalore,1530588,2015-01-25,9.9,3,46,EMP00217,No,2018,1.2
EMP02873,Employee_2873,46,Male,Master,Legal,Director,Mumbai,3455813,2016-09-23,8.3,3,11,EMP00349,No,2019,4.4
EMP02874,Employee_2874,41,Male,Master,Sales,Senior,Chennai,1564222,2011-10-23,13.2,1,19,EMP00486,Yes,2020,1.8
EMP02875,Employee_2875,48,Female,Bachelor,Operations,Junior,Delhi,530099,2024-08-30,0.3,4,25,EMP00449,No,2015,3.7
EMP02876,Employee_2876,36,Female,Master,HR,Mid,Pune,642120,2024-07-29,0.4,3,29,EMP00233,Yes,2017,1.7
EMP02877,Employee_2877,31,Male,Master,HR,Mid,Hyderabad,944897,2010-09-17,14.3,5,59,EMP00284,No,2022,1.3
EMP02878,Employee_2878,59,Male,Diploma,Engineering,Mid,Chennai,610190,2012-02-05,12.9,2,43,EMP00365,Yes,2023,2.0
EMP02879,Employee_2879,48,Female,Master,Finance,Senior,Hyderabad,1459246,2019-02-03,5.9,4,13,EMP00425,Yes,2015,2.4
EMP02880,Employee_2880,38,Male,Master,Engineering,Mid,Bangalore,867479,2018-07-04,6.5,3,9,EMP00133,No,2016,1.3
EMP02881,Employee_2881,43,Male,Master,Sales,Mid,Bangalore,785711,2018-06-17,6.5,3,51,EMP00471,No,2017,2.1
EMP02882,Employee_2882,35,Female,Bachelor,Legal,Director,Pune,3793022,2022-05-25,2.6,3,98,EMP00293,No,2024,3.4
EMP02883,Employee_2883,49,Female,Bachelor,Engineering,Senior,Bangalore,1539010,2020-09-04,4.3,3,8,EMP00257,No,2016,2.9
EMP02884,Employee_2884,29,Male,Bachelor,Engineering,Mid,Mumbai,882701,2011-04-05,13.8,3,56,EMP00157,No,2018,3.9
EMP02885,Employee_2885,29,Male,Bachelor,Engineering,Mid,Bangalore,963236,2024-04-13,0.7,1,74,EMP00364,Yes,2017,3.4
EMP02886,Employee_2886,50,Male,Bachelor,IT,Lead,Delhi,2158509,2010-03-19,14.8,4,6,EMP00117,No,2015,4.3
EMP02887,Employee_2887,22,Male,Master,HR,Manager,Bangalore,2361653,2013-11-04,11.2,5,116,EMP00217,No,2021,3.6
EMP02888,Employee_2888,30,Male,Bachelor,Sales,Senior,Mumbai,1096231,2011-11-09,13.2,1,63,EMP00477,Yes,2022,1.5
EMP02889,Employee_2889,29,Male,Bachelor,Operations,Mid,Bangalore,959218,2021-03-18,3.8,4,7,EMP00081,No,2016,3.8
EMP02890,Employee_2890,25,Female,Bachelor,Operations,Lead,Chennai,2064992,2019-09-25,5.3,2,86,EMP00140,Yes,2017,2.3
EMP02891,Employee_2891,42,Male,Bachelor,Sales,Manager,Hyderabad,2655043,2024-06-19,0.5,4,70,EMP00499,No,2021,1.1
EMP02892,Employee_2892,26,Male,Bachelor,Marketing,Junior,Delhi,546130,2017-06-06,7.6,4,91,EMP00048,No,2021,1.0
EMP02893,Employee_2893,59,Female,Master,Operations,Manager,Delhi,2580932,2022-09-10,2.3,3,28,EMP00268,No,2020,1.9
EMP02894,Employee_2894,44,Female,Master,Marketing,Lead,Bangalore,1878108,2012-02-21,12.9,4,54,EMP00194,No,2019,1.8
EMP02895,Employee_2895,44,Male,Master,Engineering,Mid,Mumbai,795980,2021-11-05,3.2,3,114,EMP00487,Yes,2016,2.6
EMP02896,Employee_2896,23,Male,Bachelor,Legal,Mid,Hyderabad,764835,2010-12-15,14.1,4,97,EMP00065,No,2020,4.7
EMP02897,Employee_2897,24,Male,Master,HR,Senior,Mumbai,1378649,2015-02-26,9.9,3,73,EMP00381,No,2019,3.3
EMP02898,Employee_2898,32,Male,Bachelor,Sales,Mid,Bangalore,733662,2014-09-28,10.3,4,11,EMP00109,No,2024,1.0
EMP02899,Employee_2899,49,Male,Bachelor,Sales,Junior,Pune,418833,2022-09-18,2.3,1,81,EMP00206,Yes,2020,4.5
EMP02900,Employee_2900,24,Male,Bachelor,Engineering,Director,Pune,3423387,2020-08-31,4.3,3,48,EMP00317,No,2020,1.2
EMP02901,Employee_2901,30,Male,Master,Engineering,Senior,Mumbai,1159242,2016-01-30,8.9,4,45,EMP00029,No,2021,4.8
EMP02902,Employee_2902,53,Male,Diploma,Operations,Senior,Hyderabad,1512719,2011-01-17,14.0,4,59,EMP00113,No,2022,4.7
EMP02903,Employee_2903,31,Male,Master,Engineering,Junior,Hyderabad,449820,2011-09-02,13.3,3,18,EMP00201,No,2023,2.8
EMP02904,Employee_2904,33,Female,Bachelor,Sales,Senior,Mumbai,1489355,2016-04-15,8.7,2,51,EMP00095,Yes,2022,3.2
EMP02905,Employee_2905,41,Non-binary,Master,HR,Lead,Bangalore,1835452,2022-03-07,2.8,1,46,EMP00422,Yes,2018,2.6
EMP02906,Employee_2906,33,Female,Bachelor,Engineering,Mid,Hyderabad,840763,2022-08-22,2.4,3,25,EMP00382,No,2021,1.4
EMP02907,Employee_2907,30,Male,Bachelor,IT,Mid,Mumbai,915747,2024-10-05,0.2,3,46,EMP00500,No,2019,1.1
EMP02908,Employee_2908,46,Male,Bachelor,Engineering,Junior,Mumbai,466804,2010-09-27,14.3,4,99,EMP00287,No,2016,2.9
EMP02909,Employee_2909,32,Female,Bachelor,Sales,Mid,Delhi,639705,2014-01-09,11.0,3,6,EMP00310,No,2023,4.7
EMP02910,Employee_2910,30,Male,Bachelor,Sales,Manager,Hyderabad,2635612,2017-01-20,8.0,3,95,EMP00431,No,2024,1.2
EMP02911,Employee_2911,34,Male,Diploma,Engineering,Mid,Delhi,749836,2010-05-09,14.7,4,22,EMP00040,No,2017,3.9
EMP02912,Employee_2912,34,Female,Bachelor,Engineering,Junior,Hyderabad,542024,2014-08-25,10.4,4,70,EMP00419,No,2021,1.6
EMP02913,Employee_2913,28,Male,Master,Marketing,Senior,Bangalore,1155780,2023-03-02,1.8,4,79,EMP00355,No,2016,3.9
EMP02914,Employee_2914,33,Male,Master,IT,Senior,Delhi,1475399,2013-03-27,11.8,3,118,EMP00240,Yes,2023,2.8
EMP02915,Employee_2915,44,Non-binary,Bachelor,Engineering,Mid,Delhi,944994,2018-12-07,6.1,4,4,EMP00245,No,2017,2.8
EMP02916,Employee_2916,48,Male,Master,Marketing,Senior,Bangalore,1103250,2011-09-23,13.3,3,109,EMP00161,No,2016,4.2
EMP02917,Employee_2917,49,Female,Bachelor,Marketing,Junior,Chennai,376620,2016-09-17,8.3,3,104,EMP00335,No,2017,1.7
EMP02918,Employee_2918,52,Non-binary,Bachelor,Operations,Mid,Delhi,958920,2013-08-23,11.4,1,117,EMP00329,Yes,2017,2.8
EMP02919,Employee_2919,55,Female,Bachelor,Sales,Junior,Bangalore,394452,2022-08-25,2.4,2,80,EMP00208,Yes,2022,1.3
EMP02920,Employee_2920,33,Male,Diploma,Sales,Mid,Pune,842220,2015-05-24,9.6,2,5,EMP00424,Yes,2020,3.8
EMP02921,Employee_2921,25,Male,Diploma,Sales,Mid,Bangalore,945508,2022-09-17,2.3,3,24,EMP00195,No,2023,1.8
EMP02922,Employee_2922,41,Non-binary,Bachelor,Marketing,Senior,Bangalore,1497025,2018-09-23,6.3,4,54,EMP00085,No,2022,3.4
EMP02923,Employee_2923,57,Male,Bachelor,Operations,Junior,Pune,370227,2022-02-15,2.9,3,31,EMP00028,No,2018,2.7
EMP02924,Employee_2924,24,Male,Master,Engineering,Junior,Hyderabad,585356,2017-06-10,7.6,1,64,EMP00412,Yes,2017,4.6
EMP02925,Employee_2925,50,Female,Bachelor,Sales,Senior,Bangalore,1409056,2018-08-11,6.4,4,113,EMP00191,No,2022,3.0
EMP02926,Employee_2926,27,Male,Bachelor,IT,Mid,Bangalore,953762,2013-02-20,11.9,3,59,EMP00332,Yes,2015,4.2
EMP02927,Employee_2927,26,Female,Master,Operations,Junior,Mumbai,466901,2011-10-05,13.2,4,70,EMP00218,No,2021,4.6
EMP02928,Employee_2928,56,Female,Diploma,IT,Mid,Chennai,627020,2021-03-26,3.8,1,6,EMP00100,Yes,2015,1.2
EMP02929,Employee_2929,33,Male,Bachelor,Operations,Lead,Delhi,1679987,2017-10-04,7.2,3,79,EMP00139,No,2019,2.0
EMP02930,Employee_2930,59,Male,Bachelor,Sales,Junior,Bangalore,322277,2011-03-16,13.8,4,112,EMP00056,No,2019,1.5
EMP02931,Employee_2931,41,Male,Bachelor,Finance,Senior,Mumbai,1588972,2012-03-11,12.8,5,5,EMP00054,No,2020,1.5
EMP02932,Employee_2932,46,Female,Master,Marketing,Mid,Bangalore,729100,2019-10-21,5.2,4,94,EMP00040,No,2023,1.1
EMP02933,Employee_2933,53,Female,Bachelor,Engineering,Lead,Pune,1867476,2015-03-17,9.8,3,100,EMP00186,No,2017,3.2
EMP02934,Employee_2934,24,Female,Master,HR,Lead,Chennai,2150551,2011-09-15,13.3,4,34,EMP00309,No,2015,2.2
EMP02935,Employee_2935,22,Male,Bachelor,Marketing,Senior,Chennai,1217524,2017-08-22,7.4,3,13,EMP00399,Yes,2021,2.7
EMP02936,Employee_2936,22,Female,Diploma,Engineering,Mid,Delhi,932442,2023-07-29,1.4,4,97,EMP00434,No,2016,3.5
EMP02937,Employee_2937,23,Male,Bachelor,Operations,Senior,Bangalore,1403549,2023-10-08,1.2,4,47,EMP00172,No,2024,3.3
EMP02938,Employee_2938,34,Male,Diploma,Finance,Senior,Delhi,1346197,2023-05-12,1.6,5,14,EMP00015,No,2016,2.8
EMP02939,Employee_2939,39,Male,Master,IT,Mid,Delhi,809884,2018-11-24,6.1,2,117,EMP00123,Yes,2020,3.4
EMP02940,Employee_2940,42,Male,Diploma,Engineering,Manager,Mumbai,2855727,2017-04-27,7.7,3,59,EMP00145,No,2018,1.7
EMP02941,Employee_2941,23,Female,Bachelor,Sales,Director,Bangalore,4949459,2010-08-31,14.3,3,105,EMP00084,No,2016,3.0
EMP02942,Employee_2942,45,Male,Bachelor,Finance,Mid,Hyderabad,925448,2024-03-22,0.8,4,101,EMP00278,No,2016,4.8
EMP02943,Employee_2943,27,Male,Bachelor,Sales,Lead,Hyderabad,2084276,2016-02-18,8.9,4,81,EMP00055,No,2017,4.8
EMP02944,Employee_2944,24,Female,Bachelor,Marketing,Senior,Chennai,1098346,2020-02-08,4.9,3,63,EMP00034,No,2021,4.2
EMP02945,Employee_2945,35,Male,Diploma,Operations,Senior,Pune,1128823,2021-01-02,4.0,3,101,EMP00109,No,2016,3.4
EMP02946,Employee_2946,52,Male,Master,Engineering,Mid,Pune,802021,2015-02-12,9.9,4,94,EMP00306,No,2019,2.5
EMP02947,Employee_2947,51,Male,Master,HR,Mid,Hyderabad,987166,2017-12-24,7.0,4,101,EMP00006,No,2021,1.5
EMP02948,Employee_2948,30,Male,Bachelor,HR,Manager,Delhi,2545984,2022-05-28,2.6,2,36,EMP00388,Yes,2023,4.5
EMP02949,Employee_2949,22,Male,Bachelor,Sales,Lead,Delhi,1877842,2018-06-03,6.6,5,3,EMP00466,No,2023,4.2
EMP02950,Employee_2950,59,Male,Master,IT,Mid,Mumbai,785397,2019-09-08,5.3,1,92,EMP00159,Yes,2017,2.7
EMP02951,Employee_2951,50,Male,Master,Operations,Lead,Chennai,1705463,2014-03-02,10.8,5,12,EMP00097,Yes,2024,3.3
EMP02952,Employee_2952,46,Female,Bachelor,Marketing,Lead,Pune,2025455,2023-02-21,1.9,3,115,EMP00283,No,2018,3.2
EMP02953,Employee_2953,41,Female,Master,Marketing,Mid,Chennai,719917,2024-10-26,0.2,3,73,EMP00104,No,2021,1.4
EMP02954,Employee_2954,33,Female,Master,HR,Junior,Pune,446104,2018-07-11,6.5,3,118,EMP00327,No,2016,4.0
EMP02955,Employee_2955,55,Female,Master,IT,Lead,Chennai,1621266,2011-12-04,13.1,4,39,EMP00476,No,2015,2.4
EMP02956,Employee_2956,43,Female,Master,Marketing,Lead,Pune,1819970,2023-11-16,1.1,3,33,EMP00017,No,2015,2.7
EMP02957,Employee_2957,35,Male,Master,Marketing,Director,Pune,4174009,2016-08-16,8.4,3,47,EMP00124,Yes,2019,3.3
EMP02958,Employee_2958,49,Male,Master,Legal,Junior,Hyderabad,505714,2015-07-12,9.5,5,100,EMP00138,No,2021,4.9
EMP02959,Employee_2959,28,Male,Diploma,Sales,Senior,Mumbai,1444108,2011-08-26,13.4,5,59,EMP00044,No,2021,3.4
EMP02960,Employee_2960,27,Male,PhD,Operations,Lead,Pune,1765764,2011-11-04,13.2,3,55,EMP00292,No,2020,2.2
EMP02961,Employee_2961,57,Female,Master,Engineering,Senior,Mumbai,1458152,2016-01-05,9.0,4,97,EMP00290,Yes,2019,1.1
EMP02962,Employee_2962,53,Female,Bachelor,Sales,Lead,Mumbai,2103511,2013-06-17,11.5,3,42,EMP00023,No,2019,2.2
EMP02963,Employee_2963,47,Male,Master,Sales,Junior,Mumbai,366714,2018-07-10,6.5,4,76,EMP00289,Yes,2016,3.3
EMP02964,Employee_2964,27,Female,Master,IT,Junior,Mumbai,597463,2024-03-20,0.8,3,95,EMP00405,No,2020,3.1
EMP02965,Employee_2965,55,Female,Bachelor,Legal,Junior,Bangalore,419058,2013-06-17,11.5,3,47,EMP00248,No,2021,4.2
EMP02966,Employee_2966,50,Male,Master,Marketing,Mid,Delhi,984369,2018-09-27,6.3,4,72,EMP00024,No,2021,1.0
EMP02967,Employee_2967,27,Male,Diploma,Marketing,Mid,Bangalore,851056,2017-02-07,7.9,3,97,EMP00025,No,2022,4.7
EMP02968,Employee_2968,22,Male,Master,Finance,Manager,Delhi,2895834,2018-02-02,6.9,3,44,EMP00162,Yes,2022,4.3
EMP02969,Employee_2969,29,Male,Bachelor,IT,Junior,Delhi,473988,2012-05-22,12.6,5,51,EMP00048,Yes,2015,1.9
EMP02970,Employee_2970,29,Male,Bachelor,HR,Mid,Bangalore,910904,2012-01-20,13.0,4,31,EMP00484,No,2023,1.4
EMP02971,Employee_2971,47,Male,Bachelor,Sales,Director,Delhi,4143995,2010-02-12,14.9,3,83,EMP00159,No,2022,3.9
EMP02972,Employee_2972,43,Female,Master,Engineering,Senior,Bangalore,1230729,2016-11-30,8.1,3,62,EMP00005,No,2019,3.2
EMP02973,Employee_2973,37,Female,Master,Operations,Junior,Mumbai,469695,2019-12-23,5.0,4,64,EMP00183,No,2016,4.1
EMP02974,Employee_2974,31,Female,Master,Marketing,Mid,Mumbai,872679,2018-01-27,6.9,4,41,EMP00385,No,2023,1.8
EMP02975,Employee_2975,38,Female,Bachelor,Sales,Senior,Bangalore,1091092,2016-01-19,9.0,5,47,EMP00145,No,2015,3.4
EMP02976,Employee_2976,29,Female,Bachelor,Engineering,Junior,Chennai,557282,2012-04-17,12.7,4,80,EMP00491,No,2021,4.6
EMP02977,Employee_2977,41,Female,Bachelor,Operations,Director,Mumbai,4677468,2012-12-21,12.0,3,99,EMP00204,No,2018,4.9
EMP02978,Employee_2978,22,Female,Diploma,Engineering,Senior,Delhi,1175196,2011-12-17,13.0,4,114,EMP00257,No,2017,4.0
EMP02979,Employee_2979,52,Male,Bachelor,Marketing,Lead,Mumbai,2003243,2014-03-16,10.8,3,55,EMP00100,No,2019,5.0
EMP02980,Employee_2980,43,Male,Master,IT,Senior,Bangalore,1329612,2019-09-01,5.3,5,10,EMP00162,No,2021,4.8
EMP02981,Employee_2981,46,Male,Bachelor,Sales,Director,Delhi,4964071,2020-01-25,4.9,2,42,EMP00385,Yes,2021,4.9
EMP02982,Employee_2982,33,Female,Master,Engineering,Senior,Pune,1164033,2022-06-29,2.5,4,72,EMP00201,Yes,2023,2.7
EMP02983,Employee_2983,50,Male,Diploma,Marketing,Senior,Hyderabad,1286983,2022-06-11,2.6,4,61,EMP00372,No,2023,1.5
EMP02984,Employee_2984,23,Male,Master,Operations,Manager,Pune,2622219,2021-06-29,3.5,3,1,EMP00183,No,2016,1.5
EMP02985,Employee_2985,35,Male,Bachelor,HR,Manager,Hyderabad,2493026,2019-02-25,5.9,1,26,EMP00499,Yes,2020,1.3
EMP02986,Employee_2986,45,Male,Master,IT,Junior,Hyderabad,416905,2012-04-26,12.7,4,117,EMP00067,No,2015,1.0
EMP02987,Employee_2987,46,Female,Bachelor,Engineering,Mid,Delhi,724365,2010-08-04,14.4,1,119,EMP00360,Yes,2022,2.6
EMP02988,Employee_2988,45,Male,Diploma,HR,Mid,Pune,810883,2012-01-05,13.0,3,69,EMP00346,No,2015,4.9
EMP02989,Employee_2989,33,Female,Bachelor,Marketing,Junior,Delhi,317401,2017-12-09,7.1,3,0,EMP00050,No,2018,1.3
EMP02990,Employee_2990,24,Male,Master,Legal,Manager,Bangalore,2877368,2022-06-07,2.6,5,38,EMP00170,No,2019,3.1
EMP02991,Employee_2991,36,Non-binary,Bachelor,Engineering,Mid,Mumbai,671135,2012-02-02,12.9,2,81,EMP00209,Yes,2018,4.3
EMP02992,Employee_2992,31,Non-binary,PhD,Operations,Mid,Mumbai,744512,2023-05-23,1.6,4,59,EMP00460,No,2015,4.8
EMP02993,Employee_2993,31,Male,Diploma,Finance,Junior,Mumbai,426543,2023-06-01,1.6,3,101,EMP00380,Yes,2019,3.6
EMP02994,Employee_2994,48,Female,Bachelor,Sales,Director,Delhi,3501051,2017-04-11,7.7,4,50,EMP00258,No,2020,4.6
EMP02995,Employee_2995,27,Female,Bachelor,Engineering,Lead,Delhi,1986827,2018-08-22,6.4,5,18,EMP00052,No,2023,2.9
EMP02996,Employee_2996,59,Non-binary,Master,Legal,Senior,Chennai,1568407,2010-04-12,14.7,3,0,EMP00258,No,2019,2.0
EMP02997,Employee_2997,51,Male,Bachelor,Engineering,Lead,Mumbai,1604693,2016-07-18,8.5,5,55,EMP00414,No,2024,1.3
EMP02998,Employee_2998,30,Female,Master,Sales,Lead,Pune,2172689,2019-04-13,5.7,5,45,EMP00397,No,2015,2.4
EMP02999,Employee_2999,54,Male,Bachelor,Sales,Senior,Pune,1282460,2018-09-12,6.3,4,95,EMP00077,No,2018,3.3
EMP03000,Employee_3000,44,Male,Master,Legal,Junior,Hyderabad,324067,2011-11-25,13.1,4,118,EMP00013,No,2019,4.9
EMP03001,Employee_3001,42,Female,Bachelor,Marketing,Lead,Mumbai,1776550,2022-07-20,2.5,5,0,EMP00301,No,2022,1.8
EMP03002,Employee_3002,22,Female,Master,Operations,Senior,Chennai,1410204,2015-06-12,9.6,4,61,EMP00408,No,2022,3.2
EMP03003,Employee_3003,33,Female,Bachelor,Sales,Lead,Delhi,1716552,2022-10-30,2.2,3,77,EMP00196,No,2018,3.2
EMP03004,Employee_3004,56,Male,Master,Finance,Senior,Hyderabad,1197228,2021-09-08,3.3,4,16,EMP00245,No,2023,1.6
EMP03005,Employee_3005,44,Female,Master,Finance,Director,Chennai,4949418,2013-10-21,11.2,3,8,EMP00301,No,2018,1.1
EMP03006,Employee_3006,55,Female,Bachelor,Operations,Senior,Chennai,1317769,2018-07-16,6.5,5,42,EMP00445,No,2023,4.8
EMP03007,Employee_3007,55,Female,Bachelor,IT,Senior,Pune,1481674,2013-10-20,11.2,3,38,EMP00437,No,2015,4.8
EMP03008,Employee_3008,48,Female,Bachelor,Engineering,Lead,Mumbai,1637010,2013-02-11,11.9,4,8,EMP00020,Yes,2019,2.5
EMP03009,Employee_3009,53,Male,Bachelor,Marketing,Mid,Chennai,668460,2016-01-12,9.0,4,10,EMP00149,No,2024,1.8
EMP03010,Employee_3010,40,Female,Bachelor,Engineering,Mid,Chennai,600576,2016-10-02,8.3,3,10,EMP00083,No,2017,4.2
EMP03011,Employee_3011,39,Female,Bachelor,HR,Senior,Chennai,1015903,2016-01-08,9.0,4,25,EMP00078,No,2019,1.6
EMP03012,Employee_3012,29,Male,Master,Sales,Senior,Mumbai,1008070,2021-01-22,3.9,5,8,EMP00350,No,2024,4.4
EMP03013,Employee_3013,56,Male,Master,Sales,Mid,Mumbai,960408,2013-04-10,11.7,3,98,EMP00238,No,2019,2.8
EMP03014,Employee_3014,57,Male,Master,Sales,Senior,Hyderabad,1033217,2011-06-03,13.6,1,8,EMP00041,Yes,2019,1.4
EMP03015,Employee_3015,49,Male,Bachelor,Finance,Lead,Bangalore,1638848,2013-10-01,11.3,4,7,EMP00454,No,2015,4.9
EMP03016,Employee_3016,57,Female,Master,Sales,Senior,Pune,1258453,2019-10-01,5.3,4,53,EMP00321,No,2024,1.2
EMP03017,Employee_3017,59,Male,Bachelor,Marketing,Senior,Mumbai,1061305,2016-03-10,8.8,3,68,EMP00048,No,2018,2.5
EMP03018,Employee_3018,26,Male,Bachelor,Sales,Mid,Mumbai,693435,2019-06-12,5.6,4,68,EMP00488,No,2015,3.4
EMP03019,Employee_3019,59,Female,Diploma,Engineering,Manager,Bangalore,2493960,2016-09-21,8.3,4,14,EMP00368,No,2019,1.8
EMP03020,Employee_3020,34,Female,Master,Operations,Lead,Hyderabad,1620357,2020-11-10,4.1,3,100,EMP00119,No,2019,3.5
EMP03021,Employee_3021,36,Male,Bachelor,Sales,Senior,Pune,1275726,2011-09-23,13.3,4,89,EMP00453,No,2023,3.1
EMP03022,Employee_3022,25,Female,Bachelor,Sales,Senior,Chennai,1079403,2018-02-06,6.9,4,33,EMP00111,No,2019,3.2
EMP03023,Employee_3023,59,Female,PhD,Marketing,Mid,Delhi,807101,2015-08-24,9.4,3,76,EMP00414,No,2023,2.4
EMP03024,Employee_3024,52,Female,Bachelor,Sales,Junior,Chennai,406393,2015-07-14,9.5,5,91,EMP00349,No,2018,4.6
EMP03025,Employee_3025,51,Male,Bachelor,Engineering,Mid,Pune,626178,2024-01-08,1.0,3,77,EMP00335,No,2022,4.2
EMP03026,Employee_3026,23,Female,Master,Sales,Junior,Bangalore,490690,2021-02-13,3.9,4,0,EMP00073,Yes,2020,2.6
EMP03027,Employee_3027,28,Male,Master,IT,Senior,Pune,1073071,2023-04-27,1.7,3,17,EMP00394,No,2023,3.7
EMP03028,Employee_3028,30,Male,Master,Finance,Senior,Bangalore,1531134,2023-10-31,1.2,1,66,EMP00368,Yes,2024,2.2
EMP03029,Employee_3029,50,Male,Master,Marketing,Mid,Hyderabad,608000,2014-05-21,10.6,2,13,EMP00083,Yes,2021,4.6
EMP03030,Employee_3030,51,Male,Master,Finance,Senior,Pune,1232796,2020-04-08,4.7,3,26,EMP00494,No,2023,3.2
EMP03031,Employee_3031,40,Female,Diploma,Engineering,Junior,Mumbai,468904,2012-05-26,12.6,4,6,EMP00257,No,2015,3.2
EMP03032,Employee_3032,43,Male,Master,Sales,Lead,Bangalore,1912855,2013-01-14,12.0,3,51,EMP00265,No,2024,1.0
EMP03033,Employee_3033,57,Male,Bachelor,Operations,Junior,Delhi,464562,2016-10-31,8.2,4,15,EMP00374,No,2019,3.6
EMP03034,Employee_3034,24,Female,Master,Engineering,Senior,Pune,1248243,2010-02-25,14.9,5,41,EMP00312,No,2017,1.1
EMP03035,Employee_3035,51,Male,Master,Sales,Mid,Mumbai,726190,2018-11-16,6.1,2,106,EMP00334,Yes,2022,3.7
EMP03036,Employee_3036,58,Female,Master,Sales,Junior,Hyderabad,511818,2017-06-14,7.6,5,31,EMP00268,No,2023,2.8
EMP03037,Employee_3037,37,Male,Diploma,Sales,Senior,Hyderabad,1462674,2023-11-29,1.1,3,68,EMP00477,No,2021,3.1
EMP03038,Employee_3038,23,Male,Bachelor,IT,Lead,Bangalore,2165361,2018-07-10,6.5,3,1,EMP00394,No,2019,4.8
EMP03039,Employee_3039,32,Male,Bachelor,Engineering,Mid,Delhi,612008,2017-05-23,7.6,4,66,EMP00175,No,2022,4.7
